file,bug,bf,loc,hcm,V1,V2,V3,V4,V5
org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldType,0,1,10,4.07501,0,0,0,54,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnImportReference,0,0,12,4.07501,0,0,17,50,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnLocalName,0,2,24,6.20089,0,0,22,74,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnMessageSend,0,2,65,4.98614,0,2,7,287,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnNameOfMemberValuePair,0,0,17,4.07501,0,0,25,70,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnPackageReference,0,0,11,5.19438,0,1,27,45,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedQualifiedTypeReference,0,3,43,9.21398,0,0,16,248,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedSingleTypeReference,0,0,21,4.07501,0,0,0,128,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedAllocationExpression,0,4,59,9.07976,20,0,2,240,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedNameReference,0,4,42,6.73444,0,0,15,234,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedSuperReference,0,1,16,4.07501,0,0,2,109,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedTypeReference,0,3,38,6.70304,0,0,16,184,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleNameReference,0,3,40,7.99656,0,0,0,249,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleTypeReference,0,3,35,6.70304,0,0,0,216,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnSuperReference,0,1,16,4.07501,0,0,7,87,0
org::eclipse::jdt::internal::codeassist::select::SelectionParser,1,25,1189,19.7948,0,0,3211,888,0
org::eclipse::jdt::internal::codeassist::select::SelectionScanner,0,1,31,4.07501,0,0,77,32,54
org::eclipse::jdt::internal::codeassist::SelectionEngine,1,56,1189,32.2544,0,57,534,3715,76
org::eclipse::jdt::internal::codeassist::ThrownExceptionFinder,0,3,75,1.26759,0,0,115,297,0
org::eclipse::jdt::internal::codeassist::UnresolvedReferenceNameFinder,0,7,321,7.9636,0,0,699,878,0
org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager,0,2,0,5.54249,7,189,0,35,0
org::eclipse::jdt::internal::compiler::ast::AbstractMethodDeclaration,0,35,314,24.8564,0,8,166,931,157
org::eclipse::jdt::internal::compiler::ast::AbstractVariableDeclaration,0,1,57,6.20089,0,0,72,201,0
org::eclipse::jdt::internal::compiler::ast::AllocationExpression,1,20,337,24.5715,0,3,292,1150,0
org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression,0,12,230,12.0762,0,1,1014,0,3
org::eclipse::jdt::internal::compiler::ast::Annotation,1,26,357,27.4521,6,0,189,1270,18
org::eclipse::jdt::internal::compiler::ast::AnnotationMethodDeclaration,0,2,128,7.51373,0,0,59,309,31
org::eclipse::jdt::internal::compiler::ast::Argument,0,13,132,20.4932,3,0,1,536,5
org::eclipse::jdt::internal::compiler::ast::ArrayAllocationExpression,0,5,142,9.13341,0,0,258,241,9
org::eclipse::jdt::internal::compiler::ast::ArrayInitializer,0,17,195,20.2492,12,0,462,286,0
org::eclipse::jdt::internal::compiler::ast::ArrayQualifiedTypeReference,0,4,62,7.282,0,1,0,197,0
org::eclipse::jdt::internal::compiler::ast::ArrayReference,0,10,158,17.5763,0,0,622,225,0
org::eclipse::jdt::internal::compiler::ast::ArrayTypeReference,0,4,52,6.73444,0,0,3,171,0
org::eclipse::jdt::internal::compiler::ast::AssertStatement,2,9,163,14.8017,0,0,445,187,57
org::eclipse::jdt::internal::compiler::ast::Assignment,0,28,221,27.6825,0,0,535,548,0
org::eclipse::jdt::internal::compiler::ast::ASTNode,1,55,484,37.8606,0,45,341,2516,0
org::eclipse::jdt::internal::compiler::ast::BinaryExpression,0,18,1782,19.8456,0,0,5918,236,229
org::eclipse::jdt::internal::compiler::ast::Block,0,5,97,5.26853,1,2,267,50,0
org::eclipse::jdt::internal::compiler::ast::BranchStatement,0,10,39,11.17,0,0,190,6,0
org::eclipse::jdt::internal::compiler::ast::BreakStatement,0,6,72,7.32455,7,0,214,57,0
org::eclipse::jdt::internal::compiler::ast::CaseStatement,0,15,96,21.1473,0,0,302,225,0
org::eclipse::jdt::internal::compiler::ast::CastExpression,1,50,431,34.6202,25,2,952,1556,0
org::eclipse::jdt::internal::compiler::ast::CharLiteral,0,1,72,7.18983,0,0,132,3,61
org::eclipse::jdt::internal::compiler::ast::ClassLiteralAccess,0,9,72,23.7357,0,0,95,289,11
org::eclipse::jdt::internal::compiler::ast::Clinit,2,14,231,15.4387,0,0,436,449,191
org::eclipse::jdt::internal::compiler::ast::CombinedBinaryExpression,0,4,266,3.63513,209,14,1025,130,68
org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration,2,29,536,30.7687,0,139,302,1485,295
org::eclipse::jdt::internal::compiler::ast::CompoundAssignment,0,6,150,13.7206,0,6,434,238,0
org::eclipse::jdt::internal::compiler::ast::ConditionalExpression,0,24,445,20.8651,0,0,1859,618,0
org::eclipse::jdt::internal::compiler::ast::ConstructorDeclaration,3,40,437,29.7618,27,0,462,1148,159
org::eclipse::jdt::internal::compiler::ast::ContinueStatement,0,6,75,7.3557,7,0,229,60,0
org::eclipse::jdt::internal::compiler::ast::DoStatement,0,17,163,14.2097,0,2,651,8,13
org::eclipse::jdt::internal::compiler::ast::DoubleLiteral,0,2,85,7.15525,2,1,134,5,97
org::eclipse::jdt::internal::compiler::ast::EmptyStatement,0,1,32,7.98927,0,0,156,16,0
org::eclipse::jdt::internal::compiler::ast::EqualExpression,0,21,799,19.5457,0,0,3028,168,0
org::eclipse::jdt::internal::compiler::ast::ExplicitConstructorCall,1,21,364,23.2611,0,0,197,1387,0
org::eclipse::jdt::internal::compiler::ast::Expression,0,57,760,33.6845,91,0,1601,1569,15
org::eclipse::jdt::internal::compiler::ast::ExtendedStringLiteral,0,3,29,5.19438,0,0,83,0,91
org::eclipse::jdt::internal::compiler::ast::FalseLiteral,0,2,38,7.2883,0,0,169,16,0
org::eclipse::jdt::internal::compiler::ast::FieldDeclaration,0,41,241,30.6378,0,0,206,952,5
org::eclipse::jdt::internal::compiler::ast::FieldReference,6,43,547,27.3399,0,0,905,1427,0
org::eclipse::jdt::internal::compiler::ast::FloatLiteral,0,2,85,7.15525,0,3,143,23,89
org::eclipse::jdt::internal::compiler::ast::ForeachStatement,2,24,451,23.6077,0,56,1313,674,31
org::eclipse::jdt::internal::compiler::ast::ForStatement,0,18,343,16.4642,0,0,1290,24,33
org::eclipse::jdt::internal::compiler::ast::IfStatement,0,15,192,13.3833,3,0,799,14,34
org::eclipse::jdt::internal::compiler::ast::ImportReference,0,2,35,7.7102,0,4,61,77,0
org::eclipse::jdt::internal::compiler::ast::Initializer,0,4,81,7.6133,0,0,184,138,0
org::eclipse::jdt::internal::compiler::ast::InstanceOfExpression,1,13,70,16.213,0,0,231,167,0
org::eclipse::jdt::internal::compiler::ast::IntLiteral,0,4,110,9.8326,0,0,271,42,66
org::eclipse::jdt::internal::compiler::ast::IntLiteralMinValue,0,0,7,4.08525,0,0,32,0,2
org::eclipse::jdt::internal::compiler::ast::Javadoc,3,48,708,24.4246,3,0,76,3344,0
org::eclipse::jdt::internal::compiler::ast::JavadocAllocationExpression,0,27,142,21.221,0,0,0,702,0
org::eclipse::jdt::internal::compiler::ast::JavadocArgumentExpression,0,15,66,19.225,9,0,17,328,0
org::eclipse::jdt::internal::compiler::ast::JavadocArrayQualifiedTypeReference,0,6,13,6.60309,0,0,4,135,0
org::eclipse::jdt::internal::compiler::ast::JavadocArraySingleTypeReference,0,6,14,6.60309,0,0,0,126,0
org::eclipse::jdt::internal::compiler::ast::JavadocFieldReference,1,22,87,20.2148,0,0,0,410,0
org::eclipse::jdt::internal::compiler::ast::JavadocImplicitTypeReference,0,9,91,17.2339,0,0,0,345,0
org::eclipse::jdt::internal::compiler::ast::JavadocMessageSend,0,28,174,22.6963,0,1,3,826,1
org::eclipse::jdt::internal::compiler::ast::JavadocQualifiedTypeReference,0,23,48,17.6478,0,0,1,329,0
org::eclipse::jdt::internal::compiler::ast::JavadocReturnStatement,0,13,29,11.4634,0,0,48,170,0
org::eclipse::jdt::internal::compiler::ast::JavadocSingleNameReference,0,10,30,6.15815,0,0,0,217,5
org::eclipse::jdt::internal::compiler::ast::JavadocSingleTypeReference,0,26,66,21.1753,0,0,0,368,0
org::eclipse::jdt::internal::compiler::ast::LabeledStatement,0,8,92,12.7023,0,9,371,12,17
org::eclipse::jdt::internal::compiler::ast::Literal,0,0,25,4.07501,0,0,52,55,2
org::eclipse::jdt::internal::compiler::ast::LocalDeclaration,0,29,209,27.1274,0,0,322,573,0
org::eclipse::jdt::internal::compiler::ast::LongLiteral,0,5,128,15.218,2,0,247,44,81
org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue,0,0,7,6.61333,0,0,29,0,2
org::eclipse::jdt::internal::compiler::ast::MagicLiteral,0,0,12,4.07501,0,0,18,0,0
org::eclipse::jdt::internal::compiler::ast::MarkerAnnotation,0,2,16,7.45849,0,1,47,30,0
org::eclipse::jdt::internal::compiler::ast::MemberValuePair,0,16,189,19.8678,0,0,311,522,0
org::eclipse::jdt::internal::compiler::ast::MessageSend,4,37,494,30.738,0,1,369,2041,0
org::eclipse::jdt::internal::compiler::ast::MethodDeclaration,2,17,198,23.1815,0,0,142,612,0
org::eclipse::jdt::internal::compiler::ast::NameReference,0,3,34,6.93237,0,8,1,145,0
org::eclipse::jdt::internal::compiler::ast::NormalAnnotation,0,2,45,8.43551,0,0,85,95,0
org::eclipse::jdt::internal::compiler::ast::NullLiteral,0,7,32,9.14824,0,0,114,26,0
org::eclipse::jdt::internal::compiler::ast::NumberLiteral,0,0,11,4.07501,0,0,19,0,9
org::eclipse::jdt::internal::compiler::ast::OperatorExpression,0,4,1520,6.61079,6925,26,60,0,0
org::eclipse::jdt::internal::compiler::ast::OR_OR_Expression,0,12,226,12.0762,0,0,1018,0,7
org::eclipse::jdt::internal::compiler::ast::ParameterizedQualifiedTypeReference,1,32,296,28.5804,0,0,0,1263,0
org::eclipse::jdt::internal::compiler::ast::ParameterizedSingleTypeReference,1,29,244,26.4203,0,0,0,1022,0
org::eclipse::jdt::internal::compiler::ast::PostfixExpression,0,0,39,3.9771,0,0,158,14,0
org::eclipse::jdt::internal::compiler::ast::PrefixExpression,0,1,28,3.9771,17,0,72,18,0
org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression,1,25,414,25.3215,0,0,290,1610,0
org::eclipse::jdt::internal::compiler::ast::QualifiedNameReference,7,48,986,34.4998,0,0,1294,3170,24
org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference,1,3,38,5.29522,1,0,32,97,0
org::eclipse::jdt::internal::compiler::ast::QualifiedThisReference,0,4,76,13.45,0,5,132,242,13
org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference,0,16,105,25.0807,0,0,0,483,0
org::eclipse::jdt::internal::compiler::ast::Reference,1,3,42,8.0715,0,0,133,79,18
org::eclipse::jdt::internal::compiler::ast::ReturnStatement,1,26,217,22.412,0,0,722,265,0
org::eclipse::jdt::internal::compiler::ast::SingleMemberAnnotation,0,2,34,11.3038,0,0,66,86,1
org::eclipse::jdt::internal::compiler::ast::SingleNameReference,6,40,787,30.8847,0,13,1553,2278,41
org::eclipse::jdt::internal::compiler::ast::SingleTypeReference,0,4,63,13.4078,1,0,0,262,0
org::eclipse::jdt::internal::compiler::ast::Statement,0,9,99,12.6182,0,4,300,258,0
org::eclipse::jdt::internal::compiler::ast::StringLiteral,0,7,72,6.55214,1,0,91,39,110
org::eclipse::jdt::internal::compiler::ast::StringLiteralConcatenation,0,1,46,4.07501,2,0,59,21,88
org::eclipse::jdt::internal::compiler::ast::SubRoutineStatement,0,10,31,10.0134,0,3,137,20,29
org::eclipse::jdt::internal::compiler::ast::SuperReference,0,2,41,6.71778,3,0,26,99,0
org::eclipse::jdt::internal::compiler::ast::SwitchStatement,1,19,334,19.2089,1,0,784,393,116
org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement,0,17,158,15.2779,0,2,517,89,59
org::eclipse::jdt::internal::compiler::ast::ThisReference,0,3,78,8.4257,0,0,221,69,0
org::eclipse::jdt::internal::compiler::ast::ThrowStatement,0,3,44,13.1052,0,0,143,128,12
org::eclipse::jdt::internal::compiler::ast::TrueLiteral,0,2,39,7.2883,0,0,170,9,8
org::eclipse::jdt::internal::compiler::ast::TryStatement,3,31,784,22.8522,0,23,2618,301,355
org::eclipse::jdt::internal::compiler::ast::TypeDeclaration,3,60,624,37.7605,0,0,616,3861,84
org::eclipse::jdt::internal::compiler::ast::TypeParameter,0,5,60,6.62651,0,0,20,241,0
org::eclipse::jdt::internal::compiler::ast::TypeReference,0,16,144,21.1415,0,0,25,683,0
org::eclipse::jdt::internal::compiler::ast::UnaryExpression,0,10,253,17.3206,0,0,648,100,35
org::eclipse::jdt::internal::compiler::ast::WhileStatement,0,15,232,13.1474,0,2,919,4,39
org::eclipse::jdt::internal::compiler::ast::Wildcard,0,2,71,6.88643,0,0,1,314,0
org::eclipse::jdt::internal::compiler::ASTVisitor,0,3,9,5.96416,204,0,651,1794,0
org::eclipse::jdt::internal::compiler::batch::ClasspathDirectory,0,9,136,17.8093,4,531,0,76,3
org::eclipse::jdt::internal::compiler::batch::ClasspathJar,1,9,155,15.9456,0,728,21,10,109
org::eclipse::jdt::internal::compiler::batch::ClasspathLocation,0,7,15,10.8648,0,177,0,25,0
org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar,0,2,7,3.93934,1,166,0,14,0
org::eclipse::jdt::internal::compiler::batch::CompilationUnit,0,4,50,5.68889,0,169,1,16,46
org::eclipse::jdt::internal::compiler::batch::FileFinder,0,2,23,5.12326,0,58,0,0,19
org::eclipse::jdt::internal::compiler::batch::FileSystem,0,18,198,19.9756,0,991,0,207,0
org::eclipse::jdt::internal::compiler::batch::Main,2,117,2557,49.9143,0,12693,1133,581,543
org::eclipse::jdt::internal::compiler::ClassFile,6,69,6113,43.9774,1,0,0,5400,27139
org::eclipse::jdt::internal::compiler::ClassFilePool,0,0,30,4.65831,0,34,0,18,30
org::eclipse::jdt::internal::compiler::classfmt::AnnotationInfo,0,1,316,6.92842,0,46,0,90,1038
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfo,0,0,95,7.26753,0,0,0,102,336
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations,0,0,26,1.06049,0,0,0,11,108
org::eclipse::jdt::internal::compiler::classfmt::ClassFileReader,0,27,724,22.1081,0,307,0,1417,1836
org::eclipse::jdt::internal::compiler::classfmt::ClassFileStruct,0,2,67,8.93874,0,0,0,53,181
org::eclipse::jdt::internal::compiler::classfmt::ClassFormatException,0,2,29,4.08525,0,169,0,26,113
org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo,0,0,28,3.5829,0,6,0,20,89
org::eclipse::jdt::internal::compiler::classfmt::FieldInfo,0,11,305,17.9172,0,0,1,240,846
org::eclipse::jdt::internal::compiler::classfmt::FieldInfoWithAnnotation,0,0,40,3.76811,0,0,0,13,152
org::eclipse::jdt::internal::compiler::classfmt::InnerClassInfo,0,3,72,3.97098,0,0,0,97,240
org::eclipse::jdt::internal::compiler::classfmt::MethodInfo,0,13,392,18.395,12,0,1,381,1173
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithAnnotations,0,0,35,1.06049,0,0,0,22,145
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithParameterAnnotations,0,0,35,1.06049,0,0,0,66,117
org::eclipse::jdt::internal::compiler::codegen::BranchLabel,1,9,199,12.482,0,0,187,103,494
org::eclipse::jdt::internal::compiler::codegen::CachedIndexEntry,0,0,4,1.10349,0,0,3,0,14
org::eclipse::jdt::internal::compiler::codegen::CaseLabel,0,3,46,10.0961,0,0,56,0,108
org::eclipse::jdt::internal::compiler::codegen::CharArrayCache,0,4,118,8.57238,9,498,0,0,18
org::eclipse::jdt::internal::compiler::codegen::CodeStream,3,66,6017,39.6428,0,0,740,3088,18516
org::eclipse::jdt::internal::compiler::codegen::ConstantPool,1,16,329,18.4276,0,234,0,676,3690
org::eclipse::jdt::internal::compiler::codegen::DoubleCache,0,1,88,5.18073,0,261,2,0,70
org::eclipse::jdt::internal::compiler::codegen::ExceptionLabel,1,6,58,7.52192,0,15,19,22,171
org::eclipse::jdt::internal::compiler::codegen::FloatCache,0,1,88,5.18073,0,283,0,0,51
org::eclipse::jdt::internal::compiler::codegen::IntegerCache,0,1,94,6.34778,0,362,0,0,34
org::eclipse::jdt::internal::compiler::codegen::Label,0,10,3,8.91433,7,0,29,0,3
org::eclipse::jdt::internal::compiler::codegen::LongCache,0,1,94,5.7915,0,362,0,0,28
org::eclipse::jdt::internal::compiler::codegen::ObjectCache,0,1,83,3.42081,0,351,0,4,0
org::eclipse::jdt::internal::compiler::codegen::StackMapFrame,0,8,325,7.35509,6,0,0,119,1000
org::eclipse::jdt::internal::compiler::codegen::StackMapFrameCodeStream,2,17,395,14.9141,0,125,234,276,1091
org::eclipse::jdt::internal::compiler::codegen::VerificationTypeInfo,0,4,156,7.88266,0,0,2,164,415
org::eclipse::jdt::internal::compiler::CompilationResult,1,22,245,23.6109,0,776,108,323,2
org::eclipse::jdt::internal::compiler::Compiler,1,32,407,35.4473,12,2385,168,657,0
org::eclipse::jdt::internal::compiler::ConfigurableOption,0,4,117,5.41047,0,444,0,0,172
org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies,0,0,40,4.07501,0,93,0,0,0
org::eclipse::jdt::internal::compiler::DocumentElementParser,0,9,1200,0,0,2,2287,1813,49
org::eclipse::jdt::internal::compiler::env::AccessRestriction,0,4,11,10.9438,0,61,0,0,0
org::eclipse::jdt::internal::compiler::env::AccessRule,0,2,39,6.4938,13,94,0,37,0
org::eclipse::jdt::internal::compiler::env::AccessRuleSet,0,9,62,11.1338,0,312,0,43,0
org::eclipse::jdt::internal::compiler::env::ClassSignature,0,0,12,1.06049,0,3,0,12,64
org::eclipse::jdt::internal::compiler::env::EnumConstantSignature,0,0,17,1.06049,3,0,0,30,63
org::eclipse::jdt::internal::compiler::env::NameEnvironmentAnswer,0,2,34,4.06989,0,60,0,185,0
org::eclipse::jdt::internal::compiler::flow::ConditionalFlowInfo,0,4,145,5.18843,0,2,548,82,1
org::eclipse::jdt::internal::compiler::flow::ExceptionHandlingFlowContext,2,11,139,13.0996,11,140,429,298,0
org::eclipse::jdt::internal::compiler::flow::FinallyFlowContext,0,8,264,7.61486,0,0,314,622,3
org::eclipse::jdt::internal::compiler::flow::FlowContext,2,17,379,14.9914,74,86,1141,628,0
org::eclipse::jdt::internal::compiler::flow::FlowInfo,0,6,66,8.14156,98,80,895,138,0
org::eclipse::jdt::internal::compiler::flow::InitializationFlowContext,2,0,54,3.97098,3,0,95,93,51
org::eclipse::jdt::internal::compiler::flow::InsideSubRoutineFlowContext,0,6,27,5.25685,1,1,119,0,14
org::eclipse::jdt::internal::compiler::flow::LabelFlowContext,0,3,23,5.26853,3,2,110,18,0
org::eclipse::jdt::internal::compiler::flow::LoopingFlowContext,0,11,387,10.0952,0,0,703,828,23
org::eclipse::jdt::internal::compiler::flow::NullInfoRegistry,0,4,312,3.17913,0,119,816,91,146
org::eclipse::jdt::internal::compiler::flow::SwitchFlowContext,0,5,23,5.87361,0,0,93,0,13
org::eclipse::jdt::internal::compiler::flow::UnconditionalFlowInfo,0,15,1440,14.1223,0,165,3861,181,768
org::eclipse::jdt::internal::compiler::impl::BooleanConstant,0,5,19,8.13684,0,1,40,2,0
org::eclipse::jdt::internal::compiler::impl::ByteConstant,0,1,37,6.77104,0,0,59,0,0
org::eclipse::jdt::internal::compiler::impl::CharConstant,0,1,38,6.77104,0,1,55,0,0
org::eclipse::jdt::internal::compiler::impl::CompilerOptions,1,76,974,36.059,0,5084,1277,1867,0
org::eclipse::jdt::internal::compiler::impl::CompilerStats,0,0,9,1.09529,0,49,14,0,6
org::eclipse::jdt::internal::compiler::impl::Constant,0,7,1500,10.2807,0,0,6706,1,0
org::eclipse::jdt::internal::compiler::impl::DoubleConstant,0,1,39,6.77104,0,0,48,0,0
org::eclipse::jdt::internal::compiler::impl::FloatConstant,0,1,36,6.77104,0,0,46,0,0
org::eclipse::jdt::internal::compiler::impl::IntConstant,0,1,55,6.77104,0,0,70,0,67
org::eclipse::jdt::internal::compiler::impl::LongConstant,0,1,40,6.77104,0,0,57,0,0
org::eclipse::jdt::internal::compiler::impl::ShortConstant,0,1,37,6.77104,0,0,56,0,0
org::eclipse::jdt::internal::compiler::impl::StringConstant,0,0,27,4.08525,0,7,23,0,23
org::eclipse::jdt::internal::compiler::lookup::AnnotationBinding,0,4,151,9.16287,0,32,0,819,11
org::eclipse::jdt::internal::compiler::lookup::AnnotationHolder,0,0,32,2.95593,0,2,0,194,0
org::eclipse::jdt::internal::compiler::lookup::ArrayBinding,0,16,190,21.0952,0,0,0,838,12
org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding,0,2,163,7.44972,0,0,187,176,31
org::eclipse::jdt::internal::compiler::lookup::BinaryLocalVariableBinding,0,0,7,0,0,0,0,45,0
org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding,1,46,947,32.4393,28,14,6,4083,16
org::eclipse::jdt::internal::compiler::lookup::Binding,0,7,18,16.2655,8,1,0,313,0
org::eclipse::jdt::internal::compiler::lookup::BlockScope,1,30,546,29.0867,30,8,84,2982,253
org::eclipse::jdt::internal::compiler::lookup::CaptureBinding,0,20,210,18.513,0,0,0,921,0
org::eclipse::jdt::internal::compiler::lookup::ClassScope,1,82,1091,41.9795,0,35,0,5251,0
org::eclipse::jdt::internal::compiler::lookup::CompilationUnitScope,4,34,687,30.2239,4,39,7,2831,111
org::eclipse::jdt::internal::compiler::lookup::ElementValuePair,0,5,28,8.12682,26,0,88,162,0
org::eclipse::jdt::internal::compiler::lookup::FieldBinding,3,16,251,24.0421,0,2,0,1117,0
org::eclipse::jdt::internal::compiler::lookup::ImportBinding,0,1,21,5.34312,1,0,0,74,0
org::eclipse::jdt::internal::compiler::lookup::ImportConflictBinding,0,1,10,1.26811,0,1,0,59,0
org::eclipse::jdt::internal::compiler::lookup::InferenceContext,0,2,116,2.22103,0,24,2,392,33
org::eclipse::jdt::internal::compiler::lookup::InnerEmulationDependency,0,0,4,4.07501,0,0,0,29,0
org::eclipse::jdt::internal::compiler::lookup::LocalTypeBinding,0,11,186,19.5989,0,1,6,820,73
org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding,0,8,177,12.6921,0,0,0,596,120
org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment,3,44,1069,37.4003,0,281,0,5747,25
org::eclipse::jdt::internal::compiler::lookup::MemberTypeBinding,0,3,33,5.86013,0,0,0,146,14
org::eclipse::jdt::internal::compiler::lookup::MethodBinding,3,34,724,32.6911,0,14,2,3264,53
org::eclipse::jdt::internal::compiler::lookup::MethodScope,1,24,378,14.8368,0,1,206,1440,141
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier,3,49,736,28.9486,16,0,0,3199,10
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier15,8,80,747,41.1012,0,0,0,3406,39
org::eclipse::jdt::internal::compiler::lookup::MissingTypeBinding,0,1,34,1.47165,0,35,0,180,0
org::eclipse::jdt::internal::compiler::lookup::NestedTypeBinding,1,5,115,10.9152,0,2,1,834,40
org::eclipse::jdt::internal::compiler::lookup::PackageBinding,4,7,136,14.2157,0,33,0,637,0
org::eclipse::jdt::internal::compiler::lookup::ParameterizedFieldBinding,0,5,24,11.0731,0,0,0,146,0
org::eclipse::jdt::internal::compiler::lookup::ParameterizedGenericMethodBinding,0,44,412,31.4543,14,22,0,2235,0
org::eclipse::jdt::internal::compiler::lookup::ParameterizedMethodBinding,0,14,34,22.2757,0,0,0,1070,0
org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding,2,69,866,35.6247,0,10,0,3559,0
org::eclipse::jdt::internal::compiler::lookup::ProblemBinding,0,1,13,4.07501,0,0,1,113,0
org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding,0,3,9,8.13317,0,0,0,73,0
org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding,0,2,8,6.55162,1,0,0,124,0
