"","file","bf","hcm","bug"
"323","org::apache::lucene::analysis::compound::hyphenation::ByteVector",1,1.18716,0
"324","org::apache::lucene::analysis::payloads::PayloadHelper",1,1.29819,0
"325","org::apache::lucene::search::DisjunctionMaxQuery",6,9.2521,0
"326","org::apache::lucene::analysis::th::ThaiAnalyzer",2,2.26754,0
"327","org::apache::lucene::store::IndexOutput",5,7.66773,0
"328","org::apache::lucene::queryParser::surround::query::FieldsQuery",1,3.9126,0
"329","org::apache::lucene::queryParser::surround::query::AndQuery",0,2.67407,0
"330","org::apache::lucene::analysis::ru::RussianLetterTokenizer",0,0,0
"331","org::apache::lucene::index::MultiLevelSkipListWriter",1,2.54818,0
"332","org::apache::lucene::search::function::IntFieldSource",3,3.87796,0
"333","org::apache::lucene::index::SerialMergeScheduler",5,2.69376,0
"334","org::apache::lucene::analysis::standard::StandardFilter",3,4.2341,0
"335","org::apache::lucene::benchmark::byTask::tasks::SearchTask",1,3.28866,0
"336","org::apache::lucene::util::SmallFloat",1,4.48422,0
"337","org::apache::lucene::store::je::JEIndexOutput",2,5.27155,0
"338","org::apache::lucene::analysis::LowerCaseFilter",2,4.2341,0
"339","org::apache::lucene::demo::html::Token",0,0,0
"340","org::apache::lucene::benchmark::byTask::feeds::DocData",1,1.48053,0
"341","org::apache::lucene::search::spans::SpanNearQuery",3,9.72561,0
"342","org::apache::lucene::queryParser::surround::parser::Token",0,1.03163,0
"343","org::apache::lucene::benchmark::byTask::tasks::PerfTask",3,5.70339,0
"344","org::apache::lucene::benchmark::byTask::feeds::BasicDocMaker",6,6.29405,0
"345","org::apache::lucene::search::regex::JavaUtilRegexCapabilities",0,4.11562,0
"346","org::apache::lucene::search::SimilarityDelegator",1,4.30098,0
"347","org::apache::lucene::search::FuzzyQuery",2,7.22218,0
"348","org::apache::lucene::xmlparser::builders::BoostingQueryBuilder",0,2.99495,0
"349","org::apache::lucene::search::SpanFilter",2,2.35,0
"350","org::apache::lucene::store::instantiated::InstantiatedTermPositionVector",1,0.60098,0
"351","org::apache::lucene::benchmark::byTask::tasks::ResetSystemSoftTask",2,4.08464,0
"352","org::apache::lucene::index::IndexCommit",6,4.73438,0
"353","org::apache::lucene::analysis::compound::hyphenation::Hyphenation",1,1.18716,0
"354","org::apache::lucene::search::similar::SimilarityQueries",0,1.43177,0
"355","org::apache::lucene::analysis::SimpleAnalyzer",1,2.82217,0
"356","org::apache::lucene::benchmark::byTask::feeds::DirDocMaker",3,4.23089,0
"357","org::apache::lucene::search::regex::SpanRegexQuery",1,3.1498,0
"358","org::apache::lucene::benchmark::byTask::feeds::SimpleQueryMaker",2,4.46352,0
"359","org::apache::lucene::index::TermVectorsTermsWriterPerField",2,1.54522,0
"360","org::apache::lucene::benchmark::byTask::tasks::CommitIndexTask",1,1.23854,0
"361","org::apache::lucene::benchmark::byTask::tasks::SearchTravRetHighlightTask",1,1.23499,0
"362","org::apache::lucene::search::highlight::QueryScorer",0,0,0
"363","org::apache::lucene::queryParser::FastCharStream",0,1.64243,0
"364","org::apache::lucene::benchmark::standard::StandardOptions",0,5.25817,0
"365","org::apache::lucene::search::function::FieldCacheSource",3,3.78532,0
"366","org::apache::lucene::search::CachingWrapperFilter",4,6.91215,1
"367","org::apache::lucene::search::RangeQuery",3,13.4571,1
"368","org::apache::lucene::analysis::sinks::TokenRangeSinkTokenizer",1,1.3481,0
"369","org::apache::lucene::index::CompoundFileWriter",5,9.12701,0
"370","org::apache::lucene::benchmark::standard::StandardBenchmarker",4,6.47189,0
"371","org::apache::lucene::queryParser::surround::query::SrndBooleanQuery",0,2.67407,0
"372","org::apache::lucene::analysis::snowball::SnowballFilter",0,0,0
"373","org::apache::lucene::index::FieldInfo",5,7.31651,1
"374","org::apache::lucene::search::Hits",4,9.64939,0
"375","org::apache::lucene::search::spell::JaroWinklerDistance",1,0.938338,0
"376","org::apache::lucene::search::FieldSortedHitQueue",10,17.2681,0
"377","org::apache::lucene::util::cache::SimpleLRUCache",1,1.26735,0
"378","org::apache::lucene::analysis::StopFilter",6,11.0402,0
"379","org::apache::lucene::index::PositionBasedTermVectorMapper",4,1.76352,0
"380","org::apache::lucene::store::ChecksumIndexOutput",2,2.31429,0
"381","org::apache::lucene::misc::LengthNormModifier",2,4.43735,0
"382","org::apache::lucene::benchmark::byTask::tasks::OptimizeTask",2,4.52366,0
"383","org::apache::lucene::xmlparser::QueryTemplateManager",1,3.03811,0
"384","org::apache::lucene::demo::FileDocument",1,2.88097,0
"385","org::tartarus::snowball::ext::German2Stemmer",1,1.35264,0
"386","org::apache::lucene::search::TopDocCollector",3,6.78032,0
"387","org::apache::lucene::index::MultiSegmentReader",6,5.96254,1
"388","org::apache::lucene::search::QueryWrapperFilter",2,2.46006,0
"389","org::apache::lucene::search::function::DocValues",3,3.87796,0
"390","org::apache::lucene::index::DocFieldConsumerPerThread",1,0.792859,0
"391","org::apache::lucene::analysis::KeywordTokenizer",0,2.61865,0
"392","org::apache::lucene::queryParser::precedence::TokenMgrError",0,1.31187,0
"393","org::apache::lucene::analysis::ngram::EdgeNGramTokenizer",3,5.37625,0
"394","org::apache::lucene::search::similar::MoreLikeThisQuery",3,5.69695,0
"395","org::apache::lucene::search::highlight::SimpleHTMLFormatter",0,0,0
"396","org::apache::lucene::store::NoLockFactory",2,3.64676,0
"397","org::apache::lucene::search::FilterClause",2,3.90708,0
"398","org::apache::lucene::index::InvertedDocEndConsumerPerField",1,0.792859,0
"399","org::tartarus::snowball::ext::RomanianStemmer",1,1.35264,0
"400","org::apache::lucene::store::je::File",1,4.7258,0
"401","org::apache::lucene::benchmark::byTask::tasks::DeleteDocTask",2,4.50164,0
"402","org::apache::lucene::search::Scorer",1,5.59993,0
"403","org::apache::lucene::analysis::nl::DutchStemmer",0,0,0
"404","org::apache::lucene::search::function::ValueSourceQuery",2,3.95872,1
"405","org::apache::lucene::benchmark::byTask::tasks::NewAnalyzerTask",2,0.96755,0
"406","org::tartarus::snowball::ext::GermanStemmer",1,1.35264,0
"407","org::apache::lucene::util::Constants",1,4.04167,0
"408","org::apache::lucene::queryParser::surround::query::SrndTermQuery",0,4.06683,0
"409","org::apache::lucene::queryParser::surround::query::SrndTruncQuery",0,2.67407,0
"410","org::apache::lucene::search::spans::NearSpansUnordered",3,4.66519,0
"411","org::apache::lucene::xmlparser::builders::BooleanFilterBuilder",1,4.72472,0
"412","org::apache::lucene::benchmark::quality::utils::SimpleQQParser",1,1.17486,0
"413","org::apache::lucene::index::SnapshotDeletionPolicy",5,5.97302,0
"414","org::apache::lucene::analysis::cz::CzechAnalyzer",0,0,0
"415","org::apache::lucene::index::ByteSliceWriter",1,1.18032,0
"416","org::apache::lucene::analysis::fr::FrenchStemmer",0,0,0
"417","org::apache::lucene::benchmark::byTask::feeds::AbstractQueryMaker",1,1.45269,0
"418","org::apache::lucene::search::FilteredTermEnum",0,2.94415,0
"419","org::apache::lucene::analysis::payloads::NumericPayloadTokenFilter",2,3.37826,0
"420","org::apache::lucene::analysis::compound::hyphenation::PatternParser",1,1.50087,0
"421","org::apache::lucene::analysis::fr::FrenchStemFilter",0,1.25878,0
"422","org::apache::lucene::search::spans::SpanQuery",1,5.5834,0
"423","org::apache::lucene::search::function::OrdFieldSource",3,3.93677,0
"424","org::tartarus::snowball::ext::DutchStemmer",1,1.35264,0
"425","org::apache::lucene::index::memory::PatternAnalyzer",2,12.0175,0
"426","org::apache::lucene::search::function::FieldScoreQuery",1,2.76207,0
"427","org::apache::lucene::analysis::compound::CompoundWordTokenFilterBase",2,2.5991,0
"428","org::apache::lucene::swing::models::ListSearcher",3,6.26449,0
"429","org::apache::lucene::index::DocConsumer",1,0.792859,0
"430","org::apache::lucene::analysis::standard::StandardTokenizer",8,9.37718,1
"431","org::apache::lucene::xmlparser::builders::SpanOrTermsBuilder",1,4.40689,0
"432","org::apache::lucene::analysis::cn::ChineseTokenizer",0,0,0
"433","org::apache::lucene::wikipedia::analysis::WikipediaTokenizer",6,4.91412,0
"434","org::apache::lucene::store::instantiated::InstantiatedTermDocs",2,1.38982,0
"435","org::apache::lucene::index::DocFieldProcessorPerThread",2,1.54522,0
"436","org::apache::lucene::xmlparser::builders::UserInputQueryBuilder",1,5.74047,0
"437","org::apache::lucene::analysis::ru::RussianStemFilter",0,0,0
"438","org::apache::lucene::analysis::shingle::ShingleFilter",2,3.4997,0
"439","org::apache::lucene::index::DocFieldConsumer",1,0.792859,0
"440","org::apache::lucene::analysis::compound::hyphenation::CharVector",1,1.18716,0
"441","org::apache::lucene::search::FilterManager",2,2.52346,1
"442","org::apache::lucene::search::PhraseQuery",4,9.68386,0
"443","org::apache::lucene::index::TermsHashConsumer",2,1.15014,0
"444","org::apache::lucene::index::KeepOnlyLastCommitDeletionPolicy",2,2.32375,0
"445","org::apache::lucene::search::BooleanScorer",1,3.67974,0
"446","org::apache::lucene::search::FieldCacheImpl",9,16.8684,1
"447","org::apache::lucene::store::instantiated::InstantiatedTermFreqVector",1,0.60098,0
"448","org::apache::lucene::index::DocFieldConsumerPerField",1,0.792859,0
"449","org::apache::lucene::benchmark::byTask::tasks::RepSumByPrefTask",1,3.28866,0
"450","org::apache::lucene::index::FieldsReader",24,25.5769,1
"451","org::apache::lucene::store::GCJDirectory",1,2.88097,0
"452","org::apache::lucene::search::spell::SuggestWord",0,0,0
"453","org::apache::lucene::xmlparser::builders::SpanTermBuilder",0,2.99495,0
"454","org::apache::lucene::benchmark::byTask::utils::Algorithm",4,4.52366,0
"455","org::tartarus::snowball::ext::RussianStemmer",1,1.35264,0
"456","org::apache::lucene::search::HitCollector",0,4.31109,0
"457","org::apache::lucene::index::TermVectorMapper",2,2.41614,0
"458","org::apache::lucene::util::OpenBitSet",2,3.07326,0
"459","org::apache::lucene::benchmark::byTask::tasks::ReadTokensTask",2,1.17973,0
"460","org::apache::lucene::store::je::Block",1,3.81886,0
"461","org::apache::lucene::util::StringHelper",1,2.54988,0
"462","org::apache::lucene::demo::html::Tags",0,1.64243,0
"463","org::apache::lucene::benchmark::byTask::tasks::SetPropTask",1,3.28866,0
"464","org::apache::lucene::store::LockVerifyServer",1,2.36108,0
"465","org::apache::lucene::analysis::payloads::TokenOffsetPayloadTokenFilter",2,2.71012,0
"466","org::apache::lucene::search::spans::SpanScorer",3,6.64038,0
"467","org::apache::lucene::index::MultiLevelSkipListReader",2,3.64568,0
"468","org::apache::lucene::index::DocumentsWriterThreadState",5,3.17313,1
"469","org::apache::lucene::document::LoadFirstFieldSelector",0,2.29636,0
"470","org::apache::lucene::search::PrefixFilter",4,5.88673,0
"471","org::apache::lucene::index::TermVectorsTermsWriter",2,1.54522,1
"472","org::apache::lucene::benchmark::Driver",0,3.12296,0
"473","org::apache::lucene::benchmark::quality::utils::SubmissionReport",2,2.40151,0
"474","org::apache::lucene::store::instantiated::InstantiatedTerm",1,0.60098,0
"475","org::apache::lucene::store::instantiated::FieldSetting",1,0.788836,1
"476","org::apache::lucene::index::SegmentReader",32,26.0888,4
"477","org::apache::lucene::benchmark::byTask::tasks::SearchTravRetLoadFieldSelectorTask",2,3.41583,0
"478","org::apache::lucene::benchmark::standard::ReutersQueries",0,2.60998,0
"479","org::apache::lucene::queryParser::surround::parser::TokenMgrError",0,1.03163,0
"480","org::apache::lucene::index::SegmentInfo",14,11.3676,1
"481","org::apache::lucene::index::ReadOnlyMultiSegmentReader",1,1.35264,0
"482","org::apache::lucene::index::StoredFieldsWriter",1,0.792859,1
"483","org::apache::lucene::xmlparser::CorePlusExtensionsParser",0,5.87959,0
"484","org::apache::lucene::index::RawPostingList",1,0.792859,0
"485","org::apache::lucene::benchmark::byTask::tasks::ReadTask",3,5.76219,1
"486","org::apache::lucene::benchmark::byTask::feeds::SimpleDocMaker",3,4.90018,0
"487","org::apache::lucene::store::NIOFSDirectory",1,1.25985,2
"488","org::apache::lucene::index::FreqProxTermsWriterPerField",2,1.54522,0
"489","org::apache::lucene::demo::IndexHTML",1,6.17458,0
"490","org::apache::lucene::analysis::nl::DutchStemFilter",0,0,0
"491","org::apache::lucene::index::IndexFileDeleter",20,18.3422,3
"492","org::tartarus::snowball::ext::KpStemmer",1,1.35264,0
"493","lucli::Lucli",0,1.43177,0
"494","org::apache::lucene::index::DocFieldProcessorPerField",1,0.792859,0
"495","org::apache::lucene::analysis::LetterTokenizer",0,1.64243,0
"496","org::apache::lucene::queryParser::surround::query::SimpleTerm",1,3.9126,0
"497","org::apache::lucene::search::SortComparator",1,2.1402,0
"498","org::apache::lucene::analysis::th::ThaiWordFilter",3,3.67948,0
"499","org::apache::lucene::index::CompoundFileReader",4,8.43595,0
"500","org::apache::lucene::store::RAMDirectory",19,14.0755,3
"501","org::apache::lucene::index::memory::AnalyzerUtil",2,8.26847,0
"502","org::apache::lucene::analysis::br::BrazilianStemFilter",0,1.25878,0
"503","org::apache::lucene::index::CorruptIndexException",1,1.09884,0
"504","org::apache::lucene::search::QueryTermVector",1,3.05437,0
"505","org::apache::lucene::store::SimpleFSLockFactory",7,10.3263,0
"506","org::apache::lucene::demo::html::Entities",1,2.88097,0
"507","org::apache::lucene::benchmark::byTask::tasks::OpenReaderTask",1,3.28866,0
"508","org::apache::lucene::benchmark::byTask::PerfRunData",8,11.2928,0
"509","org::apache::lucene::search::RangeFilter",4,8.49681,0
"510","org::apache::lucene::index::ByteBlockPool",3,2.57416,0
"511","org::apache::lucene::analysis::CharArraySet",4,4.10964,1
"512","org::apache::lucene::index::NormsWriterPerThread",1,0.792859,0
"513","org::apache::lucene::index::DocFieldProcessor",1,0.792859,0
"514","org::apache::lucene::xmlparser::builders::SpanQueryBuilderFactory",1,3.66829,0
"515","org::apache::lucene::index::TermsHashPerField",2,1.54522,0
"516","org::apache::lucene::search::ConjunctionScorer",2,6.52069,0
"517","org::apache::lucene::search::MultiPhraseQuery",6,14.6136,1
"518","org::apache::lucene::index::FieldNormModifier",3,4.63934,0
"519","org::apache::lucene::analysis::nl::WordlistLoader",0,0,0
"520","org::apache::lucene::util::BitUtil",1,1.17515,0
"521","org::apache::lucene::analysis::miscellaneous::SingleTokenTokenStream",2,2.35699,0
"522","org::apache::lucene::search::spell::LevensteinDistance",1,0.938338,1
"523","org::apache::lucene::analysis::miscellaneous::EmptyTokenStream",2,2.35699,0
"524","org::apache::lucene::util::ToStringUtils",1,4.57123,0
"525","org::apache::lucene::index::FreqProxFieldMergeState",2,1.54522,0
"526","org::apache::lucene::store::instantiated::InstantiatedTermDocumentInformation",1,0.60098,0
"527","org::apache::lucene::analysis::WhitespaceAnalyzer",1,2.82217,0
"528","org::apache::lucene::search::SpanQueryFilter",2,3.30197,0
"529","org::apache::lucene::store::instantiated::FieldSettings",1,0.788836,1
"530","org::apache::lucene::index::MultipleTermPositions",3,5.80413,0
"531","org::apache::lucene::analysis::compound::HyphenationCompoundWordTokenFilter",1,1.18716,0
"532","org::apache::lucene::demo::html::HTMLParserTokenManager",1,1.41194,0
"533","org::apache::lucene::benchmark::byTask::utils::FileUtils",0,2.58836,0
"534","org::apache::lucene::index::DocFieldConsumersPerField",1,0.792859,0
"535","org::apache::lucene::search::BooleanScorer2",5,12.9419,0
"536","org::apache::lucene::benchmark::byTask::tasks::SearchTravRetTask",1,3.28866,0
"537","org::apache::lucene::index::NormsWriter",1,0.792859,0
"538","org::apache::lucene::benchmark::byTask::stats::Report",1,3.28866,0
"539","org::apache::lucene::index::DirectoryIndexReader",9,9.24384,4
"540","org::apache::lucene::search::function::FloatFieldSource",3,3.93677,0
"541","org::apache::lucene::search::Hit",3,7.82654,0
"542","org::apache::lucene::index::ByteSliceReader",2,1.39384,0
"543","org::apache::lucene::analysis::fr::ElisionFilter",3,4.42816,0
"544","org::apache::lucene::benchmark::quality::QualityQuery",1,1.17486,0
"545","org::apache::lucene::search::DuplicateFilter",2,3.6711,0
"546","org::apache::lucene::index::TermVectorAccessor",1,1.25985,0
"547","org::apache::lucene::index::IndexWriter",81,39.6054,9
"548","org::apache::lucene::demo::IndexFiles",1,4.17914,0
"549","org::apache::lucene::search::highlight::DefaultEncoder",1,2.49732,0
"550","org::apache::lucene::analysis::ISOLatin1AccentFilter",0,1.97962,0
"551","org::apache::lucene::search::highlight::WeightedSpanTermExtractor",5,4.9693,0
"552","org::apache::lucene::util::OpenBitSetDISI",1,1.26735,0
"553","org::apache::lucene::queryParser::surround::parser::ParseException",0,1.03163,0
"554","org::apache::lucene::analysis::shingle::ShingleMatrixFilter",2,3.59553,0
"555","org::apache::regexp::RegexpTunnel",0,4.11562,0
"556","org::apache::lucene::index::memory::SynonymMap",1,7.62066,0
"557","org::apache::lucene::search::spell::SuggestWordQueue",0,0,0
"558","org::apache::lucene::xmlparser::builders::TermQueryBuilder",1,4.23349,0
"559","org::apache::lucene::benchmark::utils::ExtractWikipedia",3,4.75056,0
"560","org::tartarus::snowball::ext::ItalianStemmer",1,1.35264,0
"561","org::apache::lucene::analysis::query::QueryAutoStopWordAnalyzer",2,2.58708,0
"562","org::tartarus::snowball::ext::SwedishStemmer",1,1.35264,0
"563","org::apache::lucene::ant::IndexTask",0,1.25878,0
"564","org::apache::lucene::index::SegmentInfos",21,19.5286,4
"565","org::apache::lucene::search::ParallelMultiSearcher",2,5.96744,1
"566","org::apache::lucene::benchmark::byTask::tasks::CloseReaderTask",1,3.28866,0
"567","org::apache::lucene::index::SegmentTermDocs",3,5.5234,0
"568","org::apache::lucene::queryParser::MultiFieldQueryParser",6,16.8048,0
"569","org::apache::lucene::benchmark::AbstractBenchmarker",0,2.60998,0
"570","org::apache::lucene::queryParser::precedence::FastCharStream",0,1.31187,0
"571","org::apache::lucene::search::MultiTermQuery",1,7.41088,0
"572","org::apache::lucene::store::instantiated::InstantiatedIndexWriter",3,4.35401,1
"573","org::apache::lucene::search::BooleanClause",1,10.3086,0
"574","org::apache::lucene::search::QueryFilter",2,4.50602,0
"575","org::apache::lucene::analysis::Tokenizer",4,5.52249,0
"576","org::apache::lucene::store::RAMFile",4,5.63409,0
"577","org::apache::lucene::benchmark::byTask::feeds::ReutersDocMaker",7,7.54956,0
"578","org::apache::lucene::search::spell::SpellChecker",0,0,0
"579","org::apache::lucene::benchmark::stats::TimeData",1,4.3615,0
"580","org::apache::lucene::search::payloads::PayloadSpanUtil",2,2.65048,0
"581","org::apache::lucene::index::memory::MemoryIndex",6,16.8263,1
"582","org::apache::lucene::store::instantiated::InstantiatedDocument",1,0.60098,0
"583","org::apache::lucene::search::Sort",3,5.92561,1
"584","org::apache::lucene::index::Payload",5,6.8389,0
"585","org::apache::lucene::benchmark::byTask::tasks::SearchTravTask",1,3.28866,0
"586","org::apache::lucene::analysis::compound::hyphenation::TernaryTree",1,1.18716,0
"587","org::apache::lucene::analysis::ru::RussianAnalyzer",0,0,0
"588","org::apache::lucene::analysis::LowerCaseTokenizer",0,1.64243,0
"589","org::apache::lucene::search::highlight::QueryTermExtractor",0,0,0
"590","org::tartarus::snowball::ext::HungarianStemmer",1,1.35264,0
"591","org::apache::lucene::search::highlight::SimpleHTMLEncoder",1,3.14666,0
"592","org::apache::lucene::search::PrefixQuery",2,9.97613,0
"593","org::apache::lucene::analysis::standard::StandardAnalyzer",6,10.68,0
"594","org::apache::lucene::document::FieldSelectorResult",2,8.13453,0
"595","org::apache::lucene::search::TopFieldDocs",2,5.42599,0
"596","org::apache::lucene::index::BufferedDeletes",1,0.60098,0
"597","org::apache::lucene::index::IntBlockPool",1,0.792859,0
"598","org::apache::lucene::search::Searcher",6,10.3467,0
"599","org::apache::lucene::index::InvertedDocEndConsumerPerThread",1,0.792859,0
"600","org::apache::lucene::analysis::LengthFilter",0,0,0
"601","org::apache::lucene::search::PhraseQueue",2,2.6029,0
"602","org::apache::lucene::index::GCJTermDocs",0,1.64243,0
"603","org::apache::lucene::search::regex::JakartaRegexpCapabilities",0,4.11562,0
"604","org::apache::lucene::xmlparser::DOMUtils",1,5.48549,0
"605","org::apache::lucene::util::cache::SimpleMapCache",1,1.26735,0
"606","org::apache::lucene::analysis::de::GermanAnalyzer",0,0,0
"607","org::apache::lucene::xmlparser::FilterBuilderFactory",1,4.12294,0
"608","org::apache::lucene::benchmark::byTask::tasks::RepSumByNameRoundTask",1,3.28866,0
"609","org::apache::lucene::benchmark::byTask::tasks::RepSumByPrefRoundTask",1,3.28866,0
"610","org::apache::lucene::index::DefaultSkipListWriter",2,3.69563,0
"611","org::apache::lucene::index::SegmentMergeQueue",0,1.64243,0
"612","org::apache::lucene::search::highlight::WeightedSpanTerm",1,1.05147,0
"613","org::apache::lucene::index::TermsHash",2,1.54522,0
"614","org::apache::lucene::benchmark::byTask::feeds::SortableSimpleDocMaker",1,1.23854,0
"615","org::apache::lucene::analysis::KeywordAnalyzer",0,3.22194,0
"616","org::apache::lucene::xmlparser::builders::CachedFilterBuilder",2,4.71817,0
"617","org::apache::lucene::search::highlight::TextFragment",0,0,0
"618","org::apache::lucene::benchmark::byTask::stats::TaskStats",1,3.28866,0
"619","org::apache::lucene::search::ScoreDoc",0,1.64243,0
"620","org::apache::lucene::search::ReqExclScorer",0,3.0742,0
"621","org::apache::lucene::queryParser::precedence::Token",0,1.31187,0
"622","org::apache::lucene::index::TermInfosWriter",5,9.59891,0
"623","org::apache::lucene::search::function::ReverseOrdFieldSource",3,3.93677,0
"624","org::apache::lucene::benchmark::byTask::tasks::CreateIndexTask",8,9.35438,0
"625","org::apache::lucene::search::highlight::NullFragmenter",0,3.0352,0
"626","org::apache::lucene::benchmark::byTask::tasks::ClearStatsTask",1,3.28866,0
"627","org::apache::lucene::queryParser::QueryParserTokenManager",9,10.2371,0
"628","org::apache::lucene::analysis::ru::RussianCharsets",0,0,0
"629","org::apache::lucene::search::highlight::WeightedTerm",0,0,0
"630","org::apache::lucene::queryParser::QueryParser",18,23.6331,1
"631","org::apache::lucene::store::RAMOutputStream",11,13.5448,0
"632","org::apache::lucene::store::RAMInputStream",7,9.10209,0
"633","org::apache::lucene::search::PhrasePositions",2,2.6029,0
"634","org::apache::lucene::analysis::miscellaneous::PrefixAndSuffixAwareTokenFilter",2,2.35699,0
"635","org::apache::lucene::analysis::br::BrazilianStemmer",0,0,0
"636","org::apache::lucene::search::SloppyPhraseScorer",3,3.75035,0
"637","org::apache::lucene::benchmark::quality::QualityStats",2,3.00249,0
"638","org::apache::lucene::index::DocFieldConsumers",1,0.792859,0
"639","org::apache::lucene::index::SegmentTermPositionVector",1,2.99256,0
"640","org::apache::lucene::store::je::JEIndexInput",1,3.81886,0
"641","org::apache::lucene::search::CachingSpanFilter",2,2.35,0
